id,title,overview,genres,keywords,adult
108,Three Colors: Blue,"The wife of a famous composer survives a car accident that kills her husband and daughter. Now alone, she shakes off her old identity and explores her newfound freedom but finds that she is unbreakably bound to other humans, including her husband’s mistress, whose existence she never suspected.",['Drama'],"['france', 'paris, france', 'composer', 'pain', 'to compose']",False
108,Three Colors: Blue,"The wife of a famous composer survives a car accident that kills her husband and daughter. Now alone, she shakes off her old identity and explores her newfound freedom but finds that she is unbreakably bound to other humans, including her husband’s mistress, whose existence she never suspected.",['Drama'],"['france', 'paris, france', 'composer', 'pain', 'to compose']",False
221731,Rurouni Kenshin Part II: Kyoto Inferno,"Kenshin has settled into his new life with Kaoru and his other friends when he is approached with a request from the Meiji government. Makoto Shishio, a former assassin like Kenshin, was betrayed, set on fire and left for dead. He survived, and is now in Kyoto, plotting with his gathered warriors to overthrow the new government. Against Kaoru's wishes, Kenshin reluctantly agrees to go to Kyoto and help keep his country from falling back into civil war.","['Action', 'Adventure', 'Drama', 'Fantasy']","['japan', 'samurai', 'based on manga', 'samurai sword', 'kyoto, japan']",False
548,Rashomon,Four people recount different versions of the story of a man's murder and the rape of his wife.,"['Crime', 'Drama', 'Mystery']","['dying and death', 'japan', 'samurai', 'rape', 'court case']",False
221732,Rurouni Kenshin Part III: The Legend Ends,"Shishio sets sail in his ironclad ship to bring down the government. In order to stop him, Kenshin trains with his old master to learn his final technique.","['Action', 'Adventure', 'Fantasy']","['japan', 'samurai', 'based on manga', 'samurai sword', 'jidaigeki']",False
550,Fight Club,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.","['Drama', 'Thriller']","['dual identity', 'rage and hate', 'based on novel or book', 'nihilism', 'fight']",False
33320,Millennium Actress,"Documentary filmmaker Genya Tachibana has tracked down the legendary actress Chiyoko Fujiwara, who mysteriously vanished at the height of her career. When he presents her with a key she had lost and thought was gone forever, the filmmaker could not have imagined that it would not only unlock the long-held secrets of Chiyoko’s life... but also his own.","['Drama', 'Animation', 'Romance', 'Fantasy']","['japan', 'china', 'key', 'surreal', 'earthquake']",False
553,Dogville,"A woman on the run from the mob is reluctantly accepted in a small Colorado community in exchange for labor, but when a search visits the town, she learns that their support has a price.","['Crime', 'Drama', 'Thriller']","['friendship', 'bondage', 'rape', 'police', 'gangster']",False
553,Dogville,"A woman on the run from the mob is reluctantly accepted in a small Colorado community in exchange for labor, but when a search visits the town, she learns that their support has a price.","['Crime', 'Drama', 'Thriller']","['friendship', 'bondage', 'rape', 'police', 'gangster']",False
557,Spider-Man,"After being bitten by a genetically altered spider at Oscorp, nerdy but endearing high school student Peter Parker is endowed with amazing powers to become the superhero known as Spider-Man.","['Action', 'Science Fiction']","['new york city', 'adolescence', 'photographer', 'loss of loved one', 'photography']",False
559,Spider-Man 3,"The seemingly invincible Spider-Man goes up against an all-new crop of villains—including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.","['Action', 'Adventure', 'Science Fiction']","['amnesia', 'dual identity', ""love of one's life"", 'loss of loved one', 'forgiveness']",False
131631,The Hunger Games: Mockingjay - Part 1,"After surviving the Quarter Quell, Katniss finds herself in the hidden stronghold of District 13, where the rebellion against the Capitol is gaining momentum. Struggling with the weight of becoming the symbol of resistance, she must navigate fragile alliances while trying to protect those she loves. As propaganda battles rage and Panem moves closer to full-scale war, Katniss is forced to confront the true cost of revolution.","['Science Fiction', 'Adventure', 'Thriller']","['based on novel or book', 'resistance', 'dystopia', 'post-apocalyptic future', 'sequel']",False
562,Die Hard,"NYPD cop John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when, minutes after he arrives at her offices Christmas Party, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down.","['Action', 'Thriller']","['husband wife relationship', 'based on novel or book', 's.w.a.t.', 'fbi', 'christmas party']",False
564,The Mummy,Dashing legionnaire Rick O'Connell stumbles upon the hidden ruins of Hamunaptra while in the midst of a battle to claim the area in 1920s Egypt. It has been over three thousand years since former High Priest Imhotep suffered a fate worse than death as a punishment for a forbidden love—along with a curse that guarantees eternal doom upon the world if he is ever awoken.,"['Adventure', 'Action', 'Fantasy']","['egypt', 'cairo', 'library', 'secret passage', 'pastor']",False
746036,The Fall Guy,"Fresh off an almost career-ending accident, stuntman Colt Seavers has to track down a missing movie star, solve a conspiracy and try to win back the love of his life while still doing his day job.","['Action', 'Comedy', 'Romance']","['movie business', 'stuntman', 'missing person', 'duringcreditsstinger', 'thoughtful']",False
567,Rear Window,A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,"['Thriller', 'Mystery']","['nurse', 'isolation', 'photographer', 'suspicion of murder', 'wheelchair']",False
934456,Americana,"When a rare Lakota Ghost Shirt falls into the black market in a small town in South Dakota, the lives of local outsiders and outcasts violently intertwine.","['Crime', 'Thriller', 'Western', 'Action']","['dark comedy', 'artifact', 'biting', 'south dakota', 'ambivalent']",False
576,The Wild Bunch,"An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them.",['Western'],"['underdog', 'friendship', 'bounty hunter', 'robbery', 'texas']",False
578,Jaws,"When the seaside community of Amity finds itself under attack by a dangerous great white shark, the town's chief of police, a young marine biologist, and a grizzled shark hunter embark on a desperate quest to kill the beast before it strikes again.","['Horror', 'Thriller', 'Adventure']","['dying and death', 'beach', 'based on novel or book', 'bathing', 'shipwreck']",False
672322,Rurouni Kenshin: The Beginning,"Before he was a protector, Kenshin was a fearsome assassin known as Battosai. But when he meets gentle Tomoe Yukishiro, a beautiful young woman who carries a huge burden in her heart, his life will change forever.","['Action', 'Adventure', 'Drama', 'Romance']","['japan', 'samurai', 'based on manga', 'samurai sword', 'jidaigeki']",False
74308,Detachment,"A chronicle of three weeks in the lives of several high school teachers, administrators and students through the eyes of substitute teacher, Henry Barthes. Henry roams from school to school, imparting modes of knowledge, but never staying long enough to form any semblance of sentient attachment.",['Drama'],"['depression', 'falsely accused', 'professor', 'classroom', 'grandfather']",False
581,Dances with Wolves,"Wounded Civil War soldier John Dunbar tries to commit suicide—and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe.","['Adventure', 'Drama', 'Western']","['friendship', 'mutiny', 'countryside', 'based on novel or book', 'unsociability']",False
582,The Lives of Others,"In 1984 East Berlin, dedicated Stasi officer Gerd Wiesler begins spying on a famous playwright and his actress-lover Christa-Maria. Wiesler becomes unexpectedly sympathetic to the couple, and faces conflicting loyalties when his superior takes a liking to Christa-Maria.","['Drama', 'Thriller']","['berlin, germany', 'government', 'corruption', 'espionage', 'germany']",False
583,Life of Brian,"Brian Cohen is an average young Jewish man, but through a series of ridiculous events, he gains a reputation as the Messiah. When he's not dodging his followers or being scolded by his shrill mother, the hapless Brian has to contend with the pompous Pontius Pilate and acronym-obsessed members of a separatist movement. Rife with Monty Python's signature absurdity, the tale finds Brian's life paralleling Biblical lore, albeit with many more laughs.",['Comedy'],"['roman empire', 'jewry', 'three kings', 'crucifixion', 'bethlehem']",False
585,"Monsters, Inc.","Lovable Sulley and his wisecracking sidekick Mike Wazowski are the top scare team at Monsters, Inc., the scream-processing factory in Monstropolis. When a little girl named Boo wanders into their world, it's the monsters who are scared silly, and it's up to Sulley and Mike to keep her out of sight and get her back home.","['Animation', 'Comedy', 'Family']","['monster', 'panic', 'cheating', 'kidnapping', 'door']",False
762441,A Quiet Place: Day One,"As New York City is invaded by alien creatures who hunt by sound, a woman named Sam fights to survive with her cat.","['Horror', 'Science Fiction', 'Thriller']","['monster', 'escape', 'cat', 'alien', 'prequel']",False
82507,Sinister,"True-crime writer Ellison Oswalt is in a slump; he hasn't had a best seller in more than 10 years and is becoming increasingly desperate for a hit. So, when he discovers the existence of a snuff film showing the deaths of a family, he vows to solve the mystery. He moves his own family into the victims' home and gets to work. However, when old film footage and other clues hint at the presence of a supernatural force, Ellison learns that living in the house may be fatal.","['Horror', 'Thriller', 'Mystery']","['drowning', 'pennsylvania, usa', 'writing', 'child murder', 'snuff']",False
587,Big Fish,"Throughout his life Edward Bloom has always been a man of big appetites, enormous passions and tall tales. In his later years, he remains a huge mystery to his son, William. Now, to get to know the real man, Will begins piecing together a true picture of his father from flashbacks of his amazing adventures.","['Adventure', 'Fantasy', 'Drama']","['witch', 'fish', ""love of one's life"", 'parent child relationship', 'circus']",False
587,Big Fish,"Throughout his life Edward Bloom has always been a man of big appetites, enormous passions and tall tales. In his later years, he remains a huge mystery to his son, William. Now, to get to know the real man, Will begins piecing together a true picture of his father from flashbacks of his amazing adventures.","['Adventure', 'Fantasy', 'Drama']","['witch', 'fish', ""love of one's life"", 'parent child relationship', 'circus']",False
593,Solaris,A psychologist is sent to a space station orbiting a planet called Solaris to investigate the death of a doctor and the mental problems of cosmonauts on the station. He soon discovers that the water on the planet is a type of brain which brings out repressed memories and obsessions.,"['Drama', 'Science Fiction', 'Mystery']","['loss of sense of reality', 'based on novel or book', 'extraterrestrial technology', '1970s', 'subconsciousness']",False
8785,The Saragossa Manuscript,"During the Napoleonic wars, a Spanish officer and an opposing officer find a book written by the former's grandfather.","['Fantasy', 'Mystery', 'History']","['spain', 'vorfahren']",False
595,To Kill a Mockingbird,"Scout Finch, 6, and her older brother Jem live in sleepy Maycomb, Alabama, spending much of their time with their friend Dill and spying on their reclusive and mysterious neighbor, Boo Radley. When Atticus, their widowed father and a respected lawyer, defends a black man named Tom Robinson against fabricated rape charges, the trial and tangent events expose the children to evils of racism and stereotyping.",['Drama'],"['right and justice', 'rape', 'sibling relationship', 'based on novel or book', 'court case']",False
596,The Grapes of Wrath,"Tom Joad returns to his home after a jail sentence to find his family kicked out of their farm due to foreclosure. He catches up with them on his Uncle’s farm, and joins them the next day as they head for California and a new life... Hopefully.",['Drama'],"['farm', 'california', 'based on novel or book', 'capitalism', 'ex-detainee']",False
597,Titanic,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.","['Drama', 'Romance']","['ship', 'soulmates', 'panic', 'shipwreck', 'atlantic ocean']",False
598,City of God,"In the poverty-stricken favelas of Rio de Janeiro in the 1970s, two young men choose different paths. Rocket is a budding photographer who documents the increasing drug-related violence of his neighborhood, while José “Zé” Pequeno is an ambitious drug dealer diving into a dangerous life of crime.","['Drama', 'Crime']","['street gang', 'photographer', 'gangster', 'rio de janeiro', 'gang war']",False
599,Sunset Boulevard,A hack screenwriter writes a screenplay for a former silent film star who has faded into Hollywood obscurity.,['Drama'],"[""new year's eve"", 'jealousy', 'loss of sense of reality', 'screenwriter', 'butler']",False
600,Full Metal Jacket,A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,"['Drama', 'War']","['rescue', 'sniper', 'vietnam war', 'suicide', 'vietnam']",False
601,E.T. the Extra-Terrestrial,"An alien is left behind on Earth and saved by the 10-year-old Elliott who decides to keep him hidden in his home. While a task force hunts for the extra-terrestrial, Elliott, his brother, and his little sister Gertie form an emotional bond with their new friend, and try to help him find his way home.","['Science Fiction', 'Adventure', 'Family', 'Fantasy']","['farewell', 'space marine', 'operation', 'flying saucer', 'nasa']",False
1548890,CRONY,A young girl overcomes an emotional struggle following living within a unhealthy environment with the help of a returning friend.,"['Family', 'Drama', 'Romance']","['alcohol', 'addiction', 'friends', 'short film', 'friends to lovers']",False
603,The Matrix,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.","['Action', 'Science Fiction']","['man vs machine', 'martial arts', 'kung fu', 'dreams', 'artificial intelligence (a.i.)']",False
1499744,A Chuck E. Cheese Christmas,"When Chuck E. Cheese and Friends learn that Santa Claus has never experienced a Christmas party, because he is always exhausted from working on Christmas Eve, they set out to throw a surprise Christmas celebration for Santa as a 'thank you' for all the joy he brings to the world! The party also winds up doubling as a way to save their town from the meddling of a holiday-hating evildoer.","['Animation', 'Family', 'Comedy', 'Fantasy']","['adoring', 'cheerful']",False
25188,The Last Picture Show,"High school seniors and best friends, Sonny and Duane, live in a dying Texas town. The handsome Duane is dating a local beauty, while Sonny is having an affair with the coach's wife. As graduation nears and both boys contemplate their futures, Duane eyes the army and Sonny takes over a local business. Each struggles to figure out if he can escape this dead-end town and build a better life somewhere else.","['Drama', 'Romance']","['small town', 'new love', 'based on novel or book', 'texas', 'graduation']",False
613,Downfall,"In April of 1945, Germany stands at the brink of defeat with the Russian Army closing in from the east and the Allied Expeditionary Force attacking from the west. In Berlin, capital of the Third Reich, Adolf Hitler proclaims that Germany will still achieve victory and orders his generals and advisers to fight to the last man. When the end finally does come, and Hitler lies dead by his own hand, what is left of his military must find a way to end the killing that is the Battle of Berlin, and lay down their arms in surrender.","['Drama', 'History', 'War']","['dying and death', 'based on novel or book', 'nazi', 'clerk', 'dictator']",False
614,Wild Strawberries,"Crotchety retired doctor Isak Borg travels from Stockholm to Lund, Sweden, with his pregnant and unhappy daughter-in-law, Marianne, in order to receive an honorary degree from his alma mater. Along the way, they encounter a series of hitchhikers, each of whom causes the elderly doctor to muse upon the pleasures and failures of his own life. These include the vivacious young Sara, a dead ringer for the doctor's own first love.",['Drama'],"['adultery', 'dreams', 'nightmare', 'faith', 'identity']",False
614,Wild Strawberries,"Crotchety retired doctor Isak Borg travels from Stockholm to Lund, Sweden, with his pregnant and unhappy daughter-in-law, Marianne, in order to receive an honorary degree from his alma mater. Along the way, they encounter a series of hitchhikers, each of whom causes the elderly doctor to muse upon the pleasures and failures of his own life. These include the vivacious young Sara, a dead ringer for the doctor's own first love.",['Drama'],"['adultery', 'dreams', 'nightmare', 'faith', 'identity']",False
616,The Last Samurai,"Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare, which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade, Algren decides to become an ultimate warrior himself and to fight for their right to exist.","['Drama', 'Action', 'War']","['japan', 'samurai', 'swordplay', 'general', 'sense of guilt']",False
620,Ghostbusters,"After losing their academic posts at a prestigious university, a team of parapsychologists goes into business as proton-pack-toting ""ghostbusters"" who exterminate ghouls, hobgoblins and supernatural pests of all stripes. An ad campaign pays off when a knockout cellist hires the squad to purge her swanky digs of demons that appear to be living in her refrigerator.","['Comedy', 'Fantasy']","['new york city', 'environmental protection agency', 'library', 'supernatural', 'paranormal phenomena']",False
621,Grease,"Australian good girl Sandy and greaser Danny fell in love over the summer. But when they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance despite their eccentric friends?","['Romance', 'Comedy']","['australia', 'high school', 'flying car', 'california', 'jealousy']",False
1376879,Tunnels: Sun in the Dark,"In 1967, as the Vietnam War raged, a Vietnamese revolutionary guerrilla team became the U.S. military's top target—charged with safeguarding a secret group of intelligence agents at all costs.","['War', 'Action', 'Drama']","['vietnam war', 'historical drama', '1960s', 'historical epic']",False
1376879,Tunnels: Sun in the Dark,"In 1967, as the Vietnam War raged, a Vietnamese revolutionary guerrilla team became the U.S. military's top target—charged with safeguarding a secret group of intelligence agents at all costs.","['War', 'Action', 'Drama']","['vietnam war', 'historical drama', '1960s', 'historical epic']",False
627,Trainspotting,"Heroin addict Mark Renton stumbles through bad ideas and sobriety attempts with his unreliable friends --Sick Boy, Begbie, Spud and Tommy. He also has an underage girlfriend, Diane, along for the ride. After cleaning up and moving from Edinburgh to London, Mark finds he can't escape the life he left behind as Begbie and Sick Boy come knocking.","['Drama', 'Crime']","['drug dealer', 'friendship', 'london, england', 'based on novel or book', 'scotland']",False
629,The Usual Suspects,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.","['Drama', 'Crime', 'Thriller']","['new york city', 'robbery', 'relatives', 'heist', 'flashback']",False
630,The Wizard of Oz,"Young Dorothy finds herself in a magical world where she makes friends with a lion, a scarecrow and a tin man as they make their way along the yellow brick road to talk with the Wizard and ask for the things they miss most in their lives. The Wicked Witch of the West is the only thing that could stop them.","['Adventure', 'Fantasy', 'Family']","['witch', 'adolescence', 'dreams', 'based on novel or book', 'secret identity']",False
17015,Persuasion,"Living with her snobby family on the brink of bankruptcy, Anne Elliot is an unconforming woman with modern sensibilities. When Frederick Wentworth – the dashing one she once sent away – crashes back into her life, Anne must choose between putting the past behind her or listening to her heart when it comes to second chances.","['Drama', 'Romance']","['marriage proposal', 'strong woman', 'based on novel or book', 'love triangle', 'marriage']",False
631,Sunrise: A Song of Two Humans,"A married farmer falls under the spell of a slatternly woman from the city, who tries to convince him to drown his wife.","['Drama', 'Romance']","['adultery', 'lake', 'love triangle', 'pig', 'marriage crisis']",False
632,Stalag 17,"It's a dreary Christmas 1944 for the American POWs in Stalag 17 and the men in Barracks 4, all sergeants, have to deal with a grave problem—there seems to be a security leak.","['Comedy', 'Drama', 'War']","['chess', 'escape', 'spy', 'guard', 'plant']",False
574074,Kitbull,"An unlikely connection sparks between two creatures: a fiercely independent stray kitten and a pit bull. Together, they experience friendship for the first time.","['Animation', 'Family', 'Drama']","['friendship', 'cat', 'dog', 'animals', 'short film']",False
426618,Where Hands Touch,"Germany, 1944. Leyna, the 15-year old daughter of a white German mother and a black African father, meets Lutz, a compassionate member of the Hitler Youth whose father is a prominent Nazi soldier, and they form an unlikely connection in this quickly changing world.","['War', 'Drama', 'Romance']","['nazi', 'jew persecution', 'hitler youth', 'coming of age', 'interracial romance']",False
426618,Where Hands Touch,"Germany, 1944. Leyna, the 15-year old daughter of a white German mother and a black African father, meets Lutz, a compassionate member of the Hitler Youth whose father is a prominent Nazi soldier, and they form an unlikely connection in this quickly changing world.","['War', 'Drama', 'Romance']","['nazi', 'jew persecution', 'hitler youth', 'coming of age', 'interracial romance']",False
637,Life Is Beautiful,A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.,"['Comedy', 'Drama']","['dying and death', 'bookshop', ""love of one's life"", 'nazi', 'self sacrifice']",False
1294972,The Last Blossom,"An elderly inmate serving a life sentence awaits a lonely death in his solitary cell—until a voice calls out to him. It belongs to a balsam flower, Housenka, that speaks like a human. Through their ""conversation"", the old man begins to reflect on the life he's led.","['Animation', 'Drama', 'Crime']","['prison', 'yakuza', 'life sentence', 'anime']",False
1294972,The Last Blossom,"An elderly inmate serving a life sentence awaits a lonely death in his solitary cell—until a voice calls out to him. It belongs to a balsam flower, Housenka, that speaks like a human. Through their ""conversation"", the old man begins to reflect on the life he's led.","['Animation', 'Drama', 'Crime']","['prison', 'yakuza', 'life sentence', 'anime']",False
640,Catch Me If You Can,"A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.","['Drama', 'Crime']","['fbi', 'con man', 'biography', 'based on true story', 'con artist']",False
641,Requiem for a Dream,The drug-induced utopias of four Coney Island residents are shattered when their addictions run deep.,"['Crime', 'Drama']","['drug dealer', 'corruption', 'drug abuse', 'unsociability', 'degradation']",False
8832,Il Divo,"Italy, early '90s. Calm, clever and inscrutable, politician Giulio Andreotti has been synonymous with power for decades. He has survived everything: electoral battles, terrorist massacres, loss of friends, slanderous accusations; but now certain repentant mobsters implicate him in the crimes of Cosa Nostra.",['Drama'],"['politics', 'italy', 'vatican (holy see)', '1970s', 'prime minister']",False
8832,Il Divo,"Italy, early '90s. Calm, clever and inscrutable, politician Giulio Andreotti has been synonymous with power for decades. He has survived everything: electoral battles, terrorist massacres, loss of friends, slanderous accusations; but now certain repentant mobsters implicate him in the crimes of Cosa Nostra.",['Drama'],"['politics', 'italy', 'vatican (holy see)', '1970s', 'prime minister']",False
642,Butch Cassidy and the Sundance Kid,"As the west rapidly becomes civilized, a pair of outlaws in 1890s Wyoming find themselves pursued by a posse and decide to flee to South America in hopes of evading the law.","['Adventure', 'Western', 'Crime', 'Drama', 'History']","['dynamite', 'bolivia', 'male friendship', 'on the run', 'shootout']",False
49797,I Saw the Devil,"Kyung-chul is a dangerous psychopath who kills for pleasure. Soo-hyeon, a top-secret agent, decides to track down the murderer himself. He promises himself that he will do everything in his power to take vengeance against the killer, even if it means that he must become a monster himself.","['Thriller', 'Horror']","['psychopath', 'cemetery', 'police chief', 'secret agent', 'revenge']",False
643,Battleship Potemkin,"A dramatized account of a great Russian naval mutiny and a resultant public demonstration, showing support, which brought on a police massacre.","['Drama', 'History', 'War']","['panic', 'baby carriage', 'cossack', 'slaughter', 'massacre']",False
643,Battleship Potemkin,"A dramatized account of a great Russian naval mutiny and a resultant public demonstration, showing support, which brought on a police massacre.","['Drama', 'History', 'War']","['panic', 'baby carriage', 'cossack', 'slaughter', 'massacre']",False
606856,Togo,"The untold true story set in the winter of 1925 that takes you across the treacherous terrain of the Alaskan tundra for an exhilarating and uplifting adventure that will test the strength, courage and determination of one man, Leonhard Seppala, and his lead sled dog, Togo.","['Adventure', 'Family']","['snowstorm', 'husky', 'based on true story', 'puppy', 'alaska']",False
1393288,Gingerbread Heart,"The story of 16-year-old Janek, who, during a visit to his grandmother Melania's house in Toruń, befriends the teenage Zuza. The plot is set in the climatic period leading up to Christmas. Against the backdrop of a magical Christmas atmosphere, the characters face complicated family relationships, youthful dilemmas and difficulties in communicating with loved ones.","['Comedy', 'Romance']",['christmas'],False
650,Boyz n the Hood,"In the middle of the Los Angeles ghetto, drugs, robberies and shootings dominate everyday life. During these times, Furious tries to raise his son Tre to be a decent person. Tre's friends, on the other hand, have little regard for the law and drag the entire neighborhood into a street war...","['Crime', 'Drama']","['street gang', 'gangster', 'rapper', 'ghetto', 'street war']",False
650,Boyz n the Hood,"In the middle of the Los Angeles ghetto, drugs, robberies and shootings dominate everyday life. During these times, Furious tries to raise his son Tre to be a decent person. Tre's friends, on the other hand, have little regard for the law and drag the entire neighborhood into a street war...","['Crime', 'Drama']","['street gang', 'gangster', 'rapper', 'ghetto', 'street war']",False
652,Troy,"In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnon to help him get her back. Agamemnon sees this as an opportunity for power. They set off with 1,000 ships holding 50,000 Greeks to Troy.","['War', 'Action', 'History']","['adultery', 'sibling relationship', 'hostility', 'bravery', 'mythology']",False
653,Nosferatu,"The mysterious Count Orlok summons a happily married real estate agent to his castle, located up in the Transylvanian mountains, to finalise a terrifying deal.","['Horror', 'Fantasy']","['self sacrifice', 'transylvania', 'germany', 'loss of loved one', 'vampire']",False
654,On the Waterfront,"A prizefighter-turned-longshoreman with a conscience goes up against labor leaders to expose corruption, extortion, and murder among the union ranks.","['Crime', 'Drama', 'Romance']","['corruption', 'new jersey', 'murder', 'mafia', 'black and white']",False
655,"Paris, Texas","A man wanders out of the desert not knowing who he is. His brother finds him, and helps to pull his memory back of the life he led before he walked out on his family and disappeared four years earlier.",['Drama'],"['van', 'regret', 'sibling relationship', 'texas', 'peep show']",False
655,"Paris, Texas","A man wanders out of the desert not knowing who he is. His brother finds him, and helps to pull his memory back of the life he led before he walked out on his family and disappeared four years earlier.",['Drama'],"['van', 'regret', 'sibling relationship', 'texas', 'peep show']",False
1589905,Robby Hoffman: Wake Up,"Breakout star Robby Hoffman hilariously pushes the limits of comedy with red-hot, controversial takes in her debut special.",['Comedy'],['stand-up comedy'],False
1311379,The Footballest 2,"The Soto Alto football team, formed by Pakete and his friends, is at risk of being kicked out of the league. Thanks to a scam by a property development company, they’ve lost their pitch and now Los Justos, the team from a local reform school, looks set to take their place.","['Family', 'Mystery', 'Comedy']","['friendship', 'based on novel or book', 'football (soccer) team']",False
660,Thunderball,A criminal organization has obtained two nuclear bombs and are asking for a 100 million pound ransom in the form of diamonds in seven days or they will use the weapons. The secret service sends James Bond to the Bahamas to once again save the world.,"['Adventure', 'Action', 'Thriller']","['sea', 'florida', 'paris, france', 'spy', 'fighter pilot']",False
25237,Come and See,"The invasion of a village in Belarus by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.","['Drama', 'War']","['nazi', 'war crimes', 'insanity', 'world war ii', 'surrealism']",False
662,La Jetée,A man confronts his past during an experiment that attempts to find a solution to the problems of a post-apocalyptic world caused by a world war.,"['Drama', 'Romance', 'Science Fiction']","['paris, france', 'nuclear war', 'post-apocalyptic future', 'paris orly airport', 'time travel']",False
385687,Fast X,"Over many missions and against impossible odds, Dom Toretto and his family have outsmarted, out-nerved and outdriven every foe in their path. Now, they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge, and who is determined to shatter this family and destroy everything—and everyone—that Dom loves, forever.","['Action', 'Crime', 'Thriller']","['sequel', 'revenge', 'betrayal', 'racing', 'family']",False
975511,The Return,"After twenty years away, Odysseus washes up on the shores of Ithaca, haggard and unrecognizable. The king has finally returned home, but much has changed in his kingdom since he left to fight in the Trojan war.","['History', 'Drama', 'Adventure']","['greek mythology', 'based on song, poem or rhyme', 'ancient greece', 'odyssey']",False
665,Ben-Hur,"In 26 AD, Judah Ben-Hur, a Jew in ancient Judea, opposes the occupying Roman empire.  Falsely accused by a Roman childhood friend-turned-overlord of trying to kill the Roman governor, he is put into slavery and his mother and sister are taken away as prisoners.","['History', 'Drama', 'Adventure']","['governor', 'middle east', 'based on novel or book', 'roman empire', 'politics']",False
666,Central Station,"An emotional journey of a former school teacher, who writes letters for illiterate people, and a young boy, whose mother has just died, as they search for the father he never knew.",['Drama'],"['rio de janeiro', 'letter', 'wilderness', 'teacher', 'orphan']",False
369299,Don't Blame the Kid,"After a one-night stand results in pregnancy, a young woman decides to become partners with the emotionally immature father-to-be.","['Comedy', 'Romance']","['one-night stand', 'birth', 'unlikely lovers', 'duringcreditsstinger', 'unplanned pregnancy']",False
492188,Marriage Story,"A stage director and an actress struggle through a grueling, coast-to-coast divorce that pushes them to their personal extremes.",['Drama'],"['infidelity', 'new york city', 'husband wife relationship', 'parent child relationship', 'theatre group']",False
670,Oldboy,"With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate man seeks revenge on his captors.","['Drama', 'Thriller', 'Mystery', 'Action']","['daughter', 'rage and hate', 'hostility', 'transformation', 'imprisonment']",False
671,Harry Potter and the Philosopher's Stone,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.","['Adventure', 'Fantasy']","['witch', 'school friend', 'friendship', 'london, england', 'based on novel or book']",False
